Name,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Nuosu,iii,Burmese-Lolo,Sino-Tibetan,Eurasia,28.0,103.0,China
Nupe,nup,Nupoid,Niger-Congo,Africa,9.17,5.42,Nigeria
Nyah Kur (Tha Pong),cbn,Monic,Austro-Asiatic,Eurasia,15.67,101.67,Thailand
Nyamal,nly,Western Pama-Nyungan,Pama-Nyungan,Australia,-21.0,119.0,Australia
Nyambo,now,Bantoid,Niger-Congo,Africa,-1.0,31.33,Tanzania
Nyamwezi,nym,Bantoid,Niger-Congo,Africa,-5.0,33.0,Tanzania
Nyangi,nyp,Kuliak,Eastern Sudanic,Africa,3.42,33.58,Uganda
Nyangumarda,nna,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.0,121.0,Australia
Nyawaygi,nyt,Northern Pama-Nyungan,Pama-Nyungan,Australia,-19.0,146.17,Australia
Nyigina,nyh,Nyulnyulan,Nyulnyulan,Australia,-18.0,124.33,Australia
Nyimang,nyi,Nyimang,Eastern Sudanic,Africa,12.17,29.33,Sudan
Nyishi,njz,Tani,Sino-Tibetan,Eurasia,27.5,93.5,India
Nyulnyul,nyv,Nyulnyulan,Nyulnyulan,Australia,-17.0,122.83,Australia
Nyungar,nys,Western Pama-Nyungan,Pama-Nyungan,Australia,-33.75,122.0,Australia
Obolo,ann,Cross River,Niger-Congo,Africa,4.58,7.83,Nigeria
Ocaina,oca,Huitoto,Huitotoan,South America,-2.75,-71.75,Peru
Occitan,oci,Romance,Indo-European,Eurasia,44.0,2.0,France
Ogbia,ogb,Cross River,Niger-Congo,Africa,4.67,6.25,Nigeria
Oirat,xal,Mongolic,Altaic,Eurasia,37.5,93.0,China
Oku,oku,Bantoid,Niger-Congo,Africa,6.25,10.5,Cameroon
Olutec,plo,Mixe-Zoque,Mixe-Zoque,North America,17.95,-95.0,Mexico
Omagua,omg,Tupi-Guaran�,Tupian,South America,-4.0,-73.5,Peru
Oneida,one,Northern Iroquoian,Iroquoian,North America,43.0,-75.67,United States
Onge,oon,South Andamanese,South Andamanese,Eurasia,10.75,92.42,India
O'odham,ood,Tepiman,Uto-Aztecan,North America,32.0,-112.0,Mexico
Orej�n,ore,Tucanoan,Tucanoan,South America,-2.83,-72.5,Peru
Ormuri,oru,Iranian,Indo-European,Eurasia,32.5,69.75,Pakistan
Orokaiva,okv,Binanderean,Trans-New Guinea,Papunesia,-8.83,148.25,Papua New Guinea
Oromo (Boraana),gax,Lowland East Cushitic,Afro-Asiatic,Africa,4.5,38.5,Kenya
Oromo (Harar),hae,Lowland East Cushitic,Afro-Asiatic,Africa,9.0,42.0,Ethiopia
Ossetic,oss,Iranian,Indo-European,Eurasia,43.0,44.0,Russia
Otom� (Mezquital),ote,Otomian,Oto-Manguean,North America,20.17,-99.17,Mexico
Otoro,otr,Heiban,Kordofanian,Africa,11.17,30.5,Sudan
Paakantyi,drl,Central Pama-Nyungan,Pama-Nyungan,Australia,-32.5,142.5,Australia
Pacoh,pac,Katuic,Austro-Asiatic,Eurasia,16.42,107.08,Vietnam
P�ez,pbb,P�ezan,P�ezan,South America,2.67,-76.0,Colombia
Paite,pck,Kuki-Chin,Sino-Tibetan,Eurasia,24.0,93.17,India
Paiute (Northern),pao,Numic,Uto-Aztecan,North America,42.0,-118.0,United States
Paiute (Southern),ute,Numic,Uto-Aztecan,North America,37.83,-113.33,United States
Paiwan,pwn,Paiwan,Austronesian,Papunesia,22.5,120.83,Taiwan
Pakanha,pkn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.5,142.42,Australia
Palauan,pau,Palauan,Austronesian,Papunesia,7.5,134.58,Palau
Palikur,plu,Eastern Arawakan,Arawakan,South America,3.0,-51.0,Brazil
Palor,fap,Cangin,Niger-Congo,Africa,14.83,-16.75,Senegal
Panar�,kre,Ge-Kaingang,Macro-Ge,South America,-10.0,-55.0,Brazil
Panare,pbh,Cariban,Cariban,South America,6.5,-66.0,Venezuela
Pangasinan,pag,Northern Luzon,Austronesian,Papunesia,15.92,120.33,Philippines
Pangwa,pbr,Bantoid,Niger-Congo,Africa,-10.0,34.75,Tanzania
Panjabi,pan,Indic,Indo-European,Eurasia,31.0,74.0,Pakistan
Panyjima,pnw,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.83,118.42,Australia
Parauk,prk,Palaungic,Austro-Asiatic,Eurasia,23.25,99.5,China
Paresi,pab,Central Arawakan,Arawakan,South America,-14.0,-57.5,Brazil
Parji (Dravidian),pci,Central Dravidian,Dravidian,Eurasia,19.5,82.5,India
Pashto,pst,Iranian,Indo-European,Eurasia,33.0,67.0,Pakistan
Patep,ptp,Oceanic,Austronesian,Papunesia,-6.92,146.58,Papua New Guinea
Pattani,lae,Bodic,Sino-Tibetan,Eurasia,32.75,76.75,India
Paumar�,pad,Arauan,Arauan,South America,-6.0,-64.0,Brazil
Pech,pay,Paya,Chibchan,North America,15.0,-85.5,Honduras
Pemon,aoc,Cariban,Cariban,South America,5.33,-62.0,Guyana
Pengo,peg,South-Central Dravidian,Dravidian,Eurasia,19.83,83.83,India
Pero,pip,West Chadic,Afro-Asiatic,Africa,9.58,11.0,Nigeria
Persian,pes,Iranian,Indo-European,Eurasia,32.0,54.0,Iran
Phlong,pww,Karen,Sino-Tibetan,Eurasia,15.0,99.0,Thailand
Piapoco,pio,Inland Northern Arawakan,Arawakan,South America,4.0,-69.5,Colombia
Piaroa,pid,Piaroa,S�liban,South America,5.0,-67.0,Venezuela
Pilag�,plg,South Guaicuruan,Guaicuruan,South America,-25.0,-60.0,Argentina
Pintupi,piu,Western Pama-Nyungan,Pama-Nyungan,Australia,-23.0,129.0,Australia
Pirah�,myp,Mura,Mura,South America,-7.0,-62.0,Brazil
Piratapuyo,pir,Tucanoan,Tucanoan,South America,0.33,-69.5,Colombia
Piro,pib,Purus,Arawakan,South America,-11.0,-73.5,Peru
Pitjantjatjara,pjt,Western Pama-Nyungan,Pama-Nyungan,Australia,-26.0,130.0,Australia
Pitta Pitta,pit,Central Pama-Nyungan,Pama-Nyungan,Australia,-22.83,140.0,Australia
Podoko,pbi,Biu-Mandara,Afro-Asiatic,Africa,11.0,14.08,Cameroon
Pohnpeian,pon,Oceanic,Austronesian,Papunesia,6.88,158.25,Micronesia
Pokot,pko,Nilotic,Eastern Sudanic,Africa,1.5,35.5,Kenya
Polish,pol,Slavic,Indo-European,Eurasia,52.0,20.0,Poland
Pomo (Northern),pej,Pomoan,Hokan,North America,39.33,-123.5,United States
Pomo (Southeastern),pom,Pomoan,Hokan,North America,39.0,-122.5,United States
Portuguese,por,Romance,Indo-European,Eurasia,39.0,-8.0,Portugal
Pr�ncipense,pre,Creoles and Pidgins,other,Africa,1.62,7.37,S�o Tom� e Pr�ncipe
Proven�al,oci,Romance,Indo-European,Eurasia,44.0,6.0,France
Puinave,pui,Puinave,Puinave,South America,4.0,-68.0,Colombia
Pungupungu,wdj,Anson Bay,Anson Bay,Australia,-13.5,130.42,Australia
Pur�pecha,tsz,Tarascan,Tarascan,North America,19.5,-101.67,Mexico
Purki,prx,Bodic,Sino-Tibetan,Eurasia,34.67,76.0,India
Qafar,aar,Lowland East Cushitic,Afro-Asiatic,Africa,12.0,42.0,Ethiopia
Qaget,byx,Baining,Baining,Papunesia,-4.58,152.0,Papua New Guinea
Qawasqar,alc,Alacalufan,Alacalufan,South America,-49.0,-75.0,Chile
Quechan,yum,Yuman,Hokan,North America,32.83,-114.33,United States
Quechua (Ayacucho),quy,Quechuan,Quechuan,South America,-14.0,-74.0,Peru
Quechua (Cajamarca),qvc,Quechuan,Quechuan,South America,-7.0,-78.5,Peru
Quechua (Cochabamba),quh,Quechuan,Quechuan,South America,-17.5,-66.0,Bolivia
Quechua (Cuzco),quz,Quechuan,Quechuan,South America,-14.5,-71.0,Peru
Quechua (Ecuadorean),qug,Quechuan,Quechuan,South America,-1.0,-79.0,Ecuador
Quechua (Huallaga),qvh,Quechuan,Quechuan,South America,-9.5,-75.5,Peru
Quechua (Imbabura),qvi,Quechuan,Quechuan,South America,0.33,-78.0,Ecuador
Quechua (Tarma),qvn,Quechuan,Quechuan,South America,-11.42,-75.75,Peru
Quich�,quc,Mayan,Mayan,North America,15.0,-91.42,Guatemala
Quileute,qui,Chimakuan,Chimakuan,North America,47.92,-124.25,United States
Rama,rma,Rama,Chibchan,North America,11.75,-83.75,Nicaragua
Rang Pas,bod,Bodic,Sino-Tibetan,Eurasia,30.33,79.33,Nepal
Rawang,raw,Nungish,Sino-Tibetan,Eurasia,27.5,97.5,Myanmar
Rembarnga,rmb,Rembarnga,Gunwinyguan,Australia,-12.83,134.58,Australia
Remo,bfw,Munda,Austro-Asiatic,Eurasia,18.0,82.0,India
Rendille,rel,Lowland East Cushitic,Afro-Asiatic,Africa,2.0,37.5,Kenya
Res�garo,rgr,Inland Northern Arawakan,Arawakan,South America,-2.42,-71.5,Colombia
Retuar�,tnc,Tucanoan,Tucanoan,South America,-0.5,-70.67,Colombia
rGyalrong (Caodeng),jya,rGyalrong,Sino-Tibetan,Eurasia,31.67,101.75,China
Rikbaktsa,rkb,Rikbaktsa,Macro-Ge,South America,-11.83,-57.5,Brazil
Ritharngu,rit,Western Pama-Nyungan,Pama-Nyungan,Australia,-12.83,135.5,Australia
Romani (Kalderash),rmy,Indic,Indo-European,Eurasia,45.0,21.0,Serbia and Montenegro
Romani (Lovari),rmy,Indic,Indo-European,Eurasia,47.0,21.5,Hungary
Romanian,ron,Romance,Indo-European,Eurasia,46.0,25.0,Romania
Romansch,roh,Romance,Indo-European,Eurasia,46.67,9.17,Switzerland
Romansch (Scharans),roh,Romance,Indo-European,Eurasia,46.75,9.5,Switzerland
Romansch (Surmeiran),roh,Romance,Indo-European,Eurasia,46.58,9.75,Switzerland
Romansch (Sursilvan),roh,Romance,Indo-European,Eurasia,46.67,8.83,Switzerland
Ronga,rng,Bantoid,Niger-Congo,Africa,-26.0,32.5,Mozambique
Roro,rro,Oceanic,Austronesian,Papunesia,-8.75,146.58,Papua New Guinea
Rotokas,roo,West Bougainville,West Bougainville,Papunesia,-6.0,155.17,Papua New Guinea
Rukai (Tanan),dru,Rukai,Austronesian,Papunesia,22.83,120.83,Taiwan
Rundi,run,Bantoid,Niger-Congo,Africa,-3.5,30.0,Burundi
Runyankore,nyn,Bantoid,Niger-Congo,Africa,-0.5,30.5,Uganda
Russian,rus,Slavic,Indo-European,Eurasia,56.0,38.0,Russia
Rutul,rut,Lezgic,Nakh-Daghestanian,Eurasia,41.5,47.42,Azerbaijan
Saami (Central-South),sma,Saami,Uralic,Eurasia,64.67,16.75,Sweden
Saami (Kildin),sjd,Saami,Uralic,Eurasia,67.0,37.0,Russia
Saami (Northern),sme,Saami,Uralic,Eurasia,69.0,24.0,Norway
Saanich,str,Central Salish,Salishan,North America,48.58,-123.42,Canada
Sa'ban,snv,North Borneo,Austronesian,Papunesia,3.67,115.67,Indonesia
Saek,skb,Kam-Tai,Tai-Kadai,Eurasia,17.42,104.75,Laos
Salar,slr,Turkic,Altaic,Eurasia,35.0,103.0,China
S�liba (in Colombia),slc,S�liba,S�liban,South America,6.0,-70.0,Colombia
Salish (Samish Straits),str,Central Salish,Salishan,North America,48.58,-122.58,United States
Salish (Southern Puget Sound),slh,Central Salish,Salishan,North America,47.25,-122.5,United States
Salish (Straits),str,Central Salish,Salishan,North America,48.75,-123.25,Canada
Sama (Southern),ssb,Sama-Bajaw,Austronesian,Papunesia,4.5,118.5,Malaysia
Samba Leko,ndi,Samba-Duru,Niger-Congo,Africa,8.5,12.5,Nigeria
Samo,smq,East Strickland,East Strickland,Papunesia,-6.17,142.25,Papua New Guinea
Sandawe,sad,Sandawe,Sandawe,Africa,-5.0,35.0,Tanzania
Sango,sag,Ubangi,Niger-Congo,Africa,5.0,18.0,Central African Republic
Santa,sce,Mongolic,Altaic,Eurasia,31.5,107.5,China
Santali,sat,Munda,Austro-Asiatic,Eurasia,24.5,87.0,India
Sanuma,xsu,Yanomam,Yanomam,South America,4.5,-64.67,Brazil
Sardinian,sro,Romance,Indo-European,Eurasia,40.0,9.0,Italy
Savosavo,svs,Savosavo,Solomons East Papuan,Papunesia,-9.13,159.8,Solomon Islands
Sayula Popoluca,pos,Mixe-Zoque,Mixe-Zoque,North America,17.83,-95.0,Mexico
Sebei,kpz,Nilotic,Eastern Sudanic,Africa,1.33,34.58,Uganda
Secoya,sey,Tucanoan,Tucanoan,South America,-0.33,-76.0,Ecuador
Sedang,sed,Bahnaric,Austro-Asiatic,Eurasia,14.83,108.0,Vietnam
Seediq,trv,Atayalic,Austronesian,Papunesia,24.17,121.42,Taiwan
Selaru,slu,Central Malayo-Polynesian,Austronesian,Papunesia,-8.2,131.0,Indonesia
Selepet,spl,Finisterre-Huon,Trans-New Guinea,Papunesia,-6.17,147.17,Papua New Guinea
Selknam,ona,Chon Proper,Chon,South America,-53.0,-70.0,Argentina
Selkup,sel,Samoyedic,Uralic,Eurasia,65.0,82.0,Russia
Sema,nsm,Kuki-Chin,Sino-Tibetan,Eurasia,26.0,94.5,India
Seme,sif,Kru,Niger-Congo,Africa,11.0,-4.92,Burkina Faso
Semelai,sza,Aslian,Austro-Asiatic,Eurasia,3.0,103.0,Malaysia
Senadi,sef,Senufo,Niger-Congo,Africa,9.5,-6.25,C�te d'Ivoire
Seneca,see,Northern Iroquoian,Iroquoian,North America,42.5,-77.5,United States
Sentani,set,Sentani,Sentani,Papunesia,-2.58,140.58,Indonesia
Seri,sei,Seri,Hokan,North America,29.0,-112.0,Mexico
Serrano,ser,California Uto-Aztecan,Uto-Aztecan,North America,34.5,-117.0,United States
Sesotho,sot,Bantoid,Niger-Congo,Africa,-28.0,27.0,Lesotho
Shabo,sbf,Shabo,Shabo,Africa,7.58,35.42,Ethiopia
Shan,shn,Kam-Tai,Tai-Kadai,Eurasia,22.0,98.0,Myanmar
Sharanahua,mcd,Panoan,Panoan,South America,-11.0,-70.0,Brazil
Shasta,sht,Shasta,Hokan,North America,41.83,-122.67,United States
Shawnee,sjw,Algonquian,Algic,North America,40.0,-83.0,United States
Sherpa,xsr,Bodic,Sino-Tibetan,Eurasia,27.75,86.83,Nepal
Shilluk,shk,Nilotic,Eastern Sudanic,Africa,9.67,31.75,South Sudan
Shina,scl,Indic,Indo-European,Eurasia,36.0,74.0,Pakistan
Shinassha,bwo,North Omotic,Afro-Asiatic,Africa,10.42,36.17,Ethiopia
Shipibo-Konibo,shp,Panoan,Panoan,South America,-7.5,-75.0,Peru
Shira Yughur,yuy,Mongolic,Altaic,Eurasia,38.0,99.0,China
Shiriana,shb,Yanomam,Yanomam,South America,3.5,-62.83,Brazil
Shona,sna,Bantoid,Niger-Congo,Africa,-18.0,31.0,Zimbabwe
Shuswap,shs,Interior Salish,Salishan,North America,52.0,-120.0,Canada
Siar,sjr,Oceanic,Austronesian,Papunesia,-4.67,152.92,Papua New Guinea
Sidaama,sid,Highland East Cushitic,Afro-Asiatic,Africa,6.67,38.5,Ethiopia
Sikkimese,sip,Bodic,Sino-Tibetan,Eurasia,27.83,88.5,India
Sindhi,snd,Indic,Indo-European,Eurasia,26.0,69.0,Pakistan
Sinhala,sin,Indic,Indo-European,Eurasia,7.0,80.5,Sri Lanka
Siona,snn,Tucanoan,Tucanoan,South America,0.33,-76.25,Ecuador
Sipakapense,qum,Mayan,Mayan,North America,15.25,-91.75,Guatemala
Siriano,sri,Tucanoan,Tucanoan,South America,0.75,-70.17,Colombia
Sirion�,srq,Tupi-Guaran�,Tupian,South America,-15.58,-64.0,Bolivia
Sisaala,sld,Southern-Central Gur,Niger-Congo,Africa,10.83,-2.67,Ghana
Skou,skv,Western Skou,Skou,Papunesia,-2.67,140.92,Indonesia
Slovak,slk,Slavic,Indo-European,Eurasia,49.0,20.0,Slovakia
Slovene,slv,Slavic,Indo-European,Eurasia,46.0,15.0,Slovenia
So,teu,Kuliak,Eastern Sudanic,Africa,2.58,34.75,Uganda
Soddo,gru,Semitic,Afro-Asiatic,Africa,8.5,38.5,Ethiopia
Solon,evn,Tungusic,Altaic,Eurasia,48.0,120.0,China
Somali,som,Lowland East Cushitic,Afro-Asiatic,Africa,3.0,45.0,Somalia
Songish,str,Central Salish,Salishan,North America,48.45,-123.33,Canada
Soninke,snk,Western Mande,Mande,Africa,15.0,-10.5,Burkina Faso
Sooke,str,Central Salish,Salishan,North America,48.33,-123.75,Canada
Soqotri,sqt,Semitic,Afro-Asiatic,Africa,12.5,54.0,Yemen
Sora,srb,Munda,Austro-Asiatic,Eurasia,20.0,84.33,India
Sorbian (Lower),dsb,Slavic,Indo-European,Eurasia,51.75,14.33,Germany
Sorbian (Upper),hsb,Slavic,Indo-European,Eurasia,51.83,14.5,Germany
Spanish,spa,Romance,Indo-European,Eurasia,40.0,-4.0,Spain
Spanish (Canary Islands),spa,Romance,Indo-European,Eurasia,28.0,-15.58,Spain
Spitian,bod,Bodic,Sino-Tibetan,Eurasia,32.25,78.0,India
Spokane,spo,Interior Salish,Salishan,North America,47.67,-117.75,United States
Squamish,squ,Central Salish,Salishan,North America,49.67,-123.17,Canada
Sre,kpm,Bahnaric,Austro-Asiatic,Eurasia,11.5,108.0,Vietnam
Subiya,sbs,Bantoid,Niger-Congo,Africa,-17.75,24.92,Namibia
Suena,sue,Binanderean,Trans-New Guinea,Papunesia,-7.75,147.55,Papua New Guinea
Sui,swi,Kam-Tai,Tai-Kadai,Eurasia,26.0,107.5,China
Sukuma,suk,Bantoid,Niger-Congo,Africa,-2.83,32.0,Tanzania
Sundanese,sun,Malayo-Sumbawan,Austronesian,Papunesia,-7.0,107.0,Indonesia
Sursurunga,sgz,Oceanic,Austronesian,Papunesia,-4.0,152.77,Papua New Guinea
Susu,sus,Western Mande,Mande,Africa,10.0,-13.0,Guinea
Svan,sva,Kartvelian,Kartvelian,Eurasia,43.0,42.5,Georgia
Swahili,swh,Bantoid,Niger-Congo,Africa,-6.5,39.0,Tanzania
Swedish,swe,Germanic,Indo-European,Eurasia,60.0,15.0,Finland
Swedish (V�sterbotten),swe,Germanic,Indo-European,Eurasia,64.25,19.75,Sweden
Taba,mky,South Halmahera - West New Guinea,Austronesian,Papunesia,0.0,127.5,Indonesia
Tacana,tna,Tacanan,Tacanan,South America,-13.5,-68.0,Bolivia
Tagalog,tgl,Greater Central Philippine,Austronesian,Papunesia,15.0,121.0,Philippines
Tajik,tgk,Iranian,Indo-European,Eurasia,38.67,70.0,Tajikistan
Tama,tma,Taman,Eastern Sudanic,Africa,14.5,22.0,Chad
Tamabo,mla,Oceanic,Austronesian,Papunesia,-15.67,167.17,Vanuatu
Tamashek,taq,Berber,Afro-Asiatic,Africa,20.0,-2.0,Mali
Tamil,tam,Southern Dravidian,Dravidian,Eurasia,11.0,78.5,India
Tamil (Spoken),tam,Southern Dravidian,Dravidian,Eurasia,11.0,78.0,India
Tampulma,tpm,Southern-Central Gur,Niger-Congo,Africa,10.42,-0.58,Ghana
Tanacross,tcb,Athapaskan,Na-Dene,North America,63.5,-143.5,United States
Tangale,tan,West Chadic,Afro-Asiatic,Africa,9.75,11.33,Nigeria
Tapiet�,tpj,Tupi-Guaran�,Tupian,South America,-19.75,-61.67,Paraguay
Tariana,tae,Inland Northern Arawakan,Arawakan,South America,1.0,-69.17,Brazil
Tarok,yer,Platoid,Niger-Congo,Africa,9.0,10.08,Nigeria
Tashlhiyt,shi,Berber,Afro-Asiatic,Africa,31.0,-5.0,Morocco
Tatana',txx,North Borneo,Austronesian,Papunesia,5.5,115.5,Malaysia
Tatar,tat,Turkic,Altaic,Eurasia,56.0,49.5,Russia
Tatar (Baraba),tat,Turkic,Altaic,Eurasia,55.33,78.33,Russia
Tatar (Mishar),tat,Turkic,Altaic,Eurasia,55.5,49.0,Russia
Tati (Southern),tks,Iranian,Indo-European,Eurasia,36.0,49.67,Iran
Tatuyo,tav,Tucanoan,Tucanoan,South America,0.42,-70.5,Colombia
Taushiro,trr,Taushiro,Taushiro,South America,-3.25,-75.5,Peru
Tausug,tsg,Greater Central Philippine,Austronesian,Papunesia,6.0,121.0,Malaysia
Tehuelche,teh,Chon Proper,Chon,South America,-48.0,-68.0,Argentina
Teke (Southern),kkw,Bantoid,Niger-Congo,Africa,-2.33,14.5,Congo
Telefol,tlf,Ok,Trans-New Guinea,Papunesia,-5.0,141.75,Papua New Guinea
Telugu,tel,South-Central Dravidian,Dravidian,Eurasia,16.0,79.0,India
Tem,kdh,Southern-Central Gur,Niger-Congo,Africa,8.67,0.5,Togo
Temein,teq,Temein,Eastern Sudanic,Africa,11.92,29.42,Sudan
Temiar,tea,Aslian,Austro-Asiatic,Eurasia,5.0,101.5,Malaysia
Temne,tem,Mel,Niger-Congo,Africa,8.67,-13.08,Sierra Leone
Tenyer,kza,Senufo,Niger-Congo,Africa,10.67,-4.5,Burkina Faso
Tepehua (Huehuetla),tee,Totonacan,Totonacan,North America,20.5,-98.0,Mexico
Tepehua (Tlachichilco),tpt,Totonacan,Totonacan,North America,20.58,-98.25,Mexico
Tera,ttr,Biu-Mandara,Afro-Asiatic,Africa,11.0,11.83,Nigeria
Ter�na,ter,Bolivia-Parana,Arawakan,South America,-20.0,-56.0,Brazil
Ternate,tft,North Halmaheran,West Papuan,Papunesia,0.83,127.25,Indonesia
Tetun,tet,Central Malayo-Polynesian,Austronesian,Papunesia,-9.0,126.0,East Timor
Tetun Dili,tet,Central Malayo-Polynesian,Austronesian,Papunesia,-8.58,125.58,East Timor
Tewa (Arizona),tew,Kiowa-Tanoan,Kiowa-Tanoan,North America,35.83,-110.42,United States
Tewa (Rio Grande),tew,Kiowa-Tanoan,Kiowa-Tanoan,North America,36.25,-106.17,United States
Tewa (San Juan Pueblo),tew,Kiowa-Tanoan,Kiowa-Tanoan,North America,36.08,-106.08,United States
Thadou,tcz,Kuki-Chin,Sino-Tibetan,Eurasia,24.42,93.92,India
Thai,tha,Kam-Tai,Tai-Kadai,Eurasia,16.0,101.0,Thailand
Thakali,ths,Bodic,Sino-Tibetan,Eurasia,29.0,83.75,Nepal
Thaypan,typ,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.83,143.17,Australia
Thulung,tdh,Mahakiranti,Sino-Tibetan,Eurasia,27.42,86.5,Nepal
Tibetan (Dingri),bod,Bodic,Sino-Tibetan,Eurasia,28.5,86.5,China
Tibetan (Drokpa),bod,Bodic,Sino-Tibetan,Eurasia,32.25,81.25,China
Tibetan (Modern Literary),bod,Bodic,Sino-Tibetan,Eurasia,29.83,91.5,China
Tibetan (Shigatse),bod,Bodic,Sino-Tibetan,Eurasia,29.0,89.0,China
Tibetan (Standard Spoken),bod,Bodic,Sino-Tibetan,Eurasia,30.0,91.0,China
Ticuna,tca,Ticuna,Ticuna,South America,-4.0,-70.5,Brazil
Tigak,tgc,Oceanic,Austronesian,Papunesia,-2.72,150.8,Papua New Guinea
Tigr�,tig,Semitic,Afro-Asiatic,Africa,16.5,38.5,Eritrea
Tigr� (Beni Amer),tig,Semitic,Afro-Asiatic,Africa,15.5,38.0,Eritrea
Tigrinya,tir,Semitic,Afro-Asiatic,Africa,14.5,38.5,Ethiopia
Tiipay (Jamul),dih,Yuman,Hokan,North America,32.17,-116.5,Mexico
Tikar,tik,Bantoid,Niger-Congo,Africa,5.83,11.67,Cameroon
Tiriyo,tri,Cariban,Cariban,South America,3.25,-55.75,Suriname
Tirmaga,suq,Surmic,Eastern Sudanic,Africa,5.75,35.25,Ethiopia
Tiruray,tiy,Bilic,Austronesian,Papunesia,6.75,124.17,Philippines
Tiv,tiv,Bantoid,Niger-Congo,Africa,7.5,9.0,Nigeria
Tiwa (Northern),twf,Kiowa-Tanoan,Kiowa-Tanoan,North America,36.5,-105.5,United States
Tiwi,tiw,Tiwian,Tiwian,Australia,-11.5,131.0,Australia
Tlingit,tli,Tlingit,Na-Dene,North America,59.0,-135.0,United States
Toaripi,tqo,Eleman Proper,Eleman,Papunesia,-8.33,146.25,Papua New Guinea
Toba,tob,South Guaicuruan,Guaicuruan,South America,-26.5,-59.0,Argentina
Tod,sbu,Bodic,Sino-Tibetan,Eurasia,32.42,77.25,India
Toda,tcx,Southern Dravidian,Dravidian,Eurasia,11.42,76.75,India
Tofa,kim,Turkic,Altaic,Eurasia,53.75,98.0,Russia
Tol,jic,Tol,Tol,North America,14.67,-87.0,Honduras
Tonga (in Zambia),toi,Bantoid,Niger-Congo,Africa,-17.0,27.0,Zambia
Tongan,ton,Oceanic,Austronesian,Papunesia,-21.17,-175.17,Tonga
Tonkawa,tqw,Tonkawa,Tonkawa,North America,30.25,-96.75,United States
Toro So,dts,Dogon,Dogon,Africa,14.42,-3.25,Burkina Faso
Torwali,trw,Indic,Indo-European,Eurasia,34.25,72.0,Pakistan
Totonac (Papantla),top,Totonacan,Totonacan,North America,20.33,-97.33,Mexico
Trumai,tpy,Trumai,Trumai,South America,-11.92,-53.58,Brazil
Tsafiki,cof,Barbacoan,Barbacoan,South America,-1.0,-79.33,Ecuador
Tsez,ddo,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,42.25,45.75,Russia
Tshangla,tsj,Bodic,Sino-Tibetan,Eurasia,27.83,92.17,Bhutan
Tsimshian (Coast),tsi,Tsimshianic,Penutian,North America,52.5,-129.0,Canada
Tsou,tsu,Tsou,Austronesian,Papunesia,23.5,120.75,Taiwan
Tsova-Tush,bbl,Nakh,Nakh-Daghestanian,Eurasia,42.5,45.5,Georgia
Tuareg (Ahaggar),thv,Berber,Afro-Asiatic,Africa,23.0,6.0,Libya
Tuareg (Air),thv,Berber,Afro-Asiatic,Africa,19.0,9.0,Niger
Tuareg (Ghat),thv,Berber,Afro-Asiatic,Africa,25.0,10.17,Libya
Tucano,tuo,Tucanoan,Tucanoan,South America,0.5,-69.17,Colombia
Tuki,bag,Bantoid,Niger-Congo,Africa,4.58,11.5,Cameroon
Tulu,tcy,Southern Dravidian,Dravidian,Eurasia,12.75,75.33,India
T�mpisa Shoshone,par,Numic,Uto-Aztecan,North America,37.0,-117.0,United States
Tunen,tvu,Bantoid,Niger-Congo,Africa,4.75,10.67,Cameroon
Tunica,tun,Tunica,Tunica,North America,32.67,-91.0,United States
Tupuri,tui,Mbumic,Niger-Congo,Africa,10.17,14.75,Chad
Turkish,tur,Turkic,Altaic,Eurasia,39.0,35.0,Turkey
Turkmen,tuk,Turkic,Altaic,Eurasia,40.0,58.0,Turkmenistan
Tuvan,tyv,Turkic,Altaic,Eurasia,52.0,95.0,Russia
Tuyuca,tue,Tucanoan,Tucanoan,South America,0.5,-70.08,Colombia
Tzeltal,tzh,Mayan,Mayan,North America,16.83,-92.25,Mexico
Tzeltal (Aguacatenango),tzh,Mayan,Mayan,North America,16.42,-92.5,Mexico
Tzeltal (Tenejapa),tzh,Mayan,Mayan,North America,16.67,-92.33,Mexico
Tzotzil,tzo,Mayan,Mayan,North America,16.5,-92.67,Mexico
Tzutujil,tzj,Mayan,Mayan,North America,14.67,-91.33,Guatemala
Udihe,ude,Tungusic,Altaic,Eurasia,47.67,136.25,Russia
Udmurt,udm,Permic,Uralic,Eurasia,57.5,52.5,Russia
Ukrainian,ukr,Slavic,Indo-European,Eurasia,49.0,33.0,Ukraine
Uldeme,udl,Biu-Mandara,Afro-Asiatic,Africa,10.95,14.12,Cameroon
Umaua,cbd,Cariban,Cariban,South America,1.0,-72.0,Colombia
UMbundu,umb,Bantoid,Niger-Congo,Africa,-12.5,15.0,Angola
Umpila,ump,Northern Pama-Nyungan,Pama-Nyungan,Australia,-13.5,143.5,Australia
Unami,unm,Algonquian,Algic,North America,40.0,-75.17,United States
Ungarinjin,ung,Worrorran,Worrorran,Australia,-16.33,126.0,Australia
Urarina,ura,Urarina,Urarina,South America,-4.5,-75.5,Peru
